scenario,K,tier,seed,wall_sec,drv_arrival_ia_cv2,drv_arrival_ia_mean_sec,drv_arrival_peak10_over_mean,drv_backlog_max,drv_dispatch_queue_max,drv_ev1_pax_max,drv_ev1_pax_mean,drv_ev1_queue_max,drv_ev1_queue_mean,drv_ev2_pax_ge12_frac,drv_ev2_pax_max,drv_ev2_pax_mean,drv_ev2_queue_max,drv_ev2_queue_mean,drv_evwait_down_p95_sec,drv_evwait_up_p95_sec,drv_fallback_cum_final,drv_fallback_n,drv_floor_mean,drv_n_bike,drv_n_car,drv_n_walk,drv_peds_waiting_max,drv_peds_waiting_mean,drv_rider_wait_max_sec,drv_rider_wait_mean_sec,drv_riders_in_building_max,drv_riders_in_building_mean,drv_share_floor_le5,drv_stairs_share,drv_walked_m_mean,kpi.building.capex_total_krw,kpi.building.cost_per_order_krw,kpi.building.opex_running_krw,kpi.building.opex_running_krw_delivery,kpi.building.opex_running_krw_orderspan,kpi.building.w_ev_mean_all_sec,kpi.building.w_ev_mean_riders_sec,kpi.customer.n_delivered,kpi.customer.n_orders,kpi.customer.n_sla_violations,kpi.customer.sla_violation_rate,kpi.customer.t_e2e_mean_sec,kpi.customer.t_e2e_p95_sec,kpi.elevator.EV1.capacity_violations,kpi.elevator.EV1.mean_passengers_delivery,kpi.elevator.EV1.n_alights,kpi.elevator.EV1.n_boardings,kpi.elevator.EV1.utilization,kpi.elevator.EV1.utilization_delivery,kpi.elevator.EV1.utilization_orderspan,kpi.elevator.EV1.w_ev_mean_sec,kpi.elevator.EV1.w_ev_p95_sec,kpi.elevator.EV2.capacity_violations,kpi.elevator.EV2.mean_passengers_delivery,kpi.elevator.EV2.n_alights,kpi.elevator.EV2.n_boardings,kpi.elevator.EV2.utilization,kpi.elevator.EV2.utilization_delivery,kpi.elevator.EV2.utilization_orderspan,kpi.elevator.EV2.w_ev_mean_sec,kpi.elevator.EV2.w_ev_p95_sec,kpi.elevator.EV3.capacity_violations,kpi.elevator.EV3.mean_passengers_delivery,kpi.elevator.EV3.n_alights,kpi.elevator.EV3.n_boardings,kpi.elevator.EV3.utilization,kpi.elevator.EV3.utilization_delivery,kpi.elevator.EV3.utilization_orderspan,kpi.elevator.EV3.w_ev_mean_sec,kpi.elevator.EV3.w_ev_p95_sec,kpi.elevator.EV4.capacity_violations,kpi.elevator.EV4.mean_passengers_delivery,kpi.elevator.EV4.n_alights,kpi.elevator.EV4.n_boardings,kpi.elevator.EV4.utilization,kpi.elevator.EV4.utilization_delivery,kpi.elevator.EV4.utilization_orderspan,kpi.elevator.EV4.w_ev_mean_sec,kpi.elevator.EV4.w_ev_p95_sec,kpi.pedestrian.ev_wait_mean_sec,kpi.pedestrian.n_completed,kpi.pedestrian.n_in_building_at_end,kpi.pedestrian.n_spawned,kpi.rider.ev_wait_down_mean_sec,kpi.rider.ev_wait_up_mean_sec,kpi.rider.lobby_cost_total_krw,kpi.rider.n_by_mode.elevator,kpi.rider.n_by_mode.stairs,kpi.rider.n_exited,kpi.rider.t_lobby_mean_sec,kpi.rider.t_lobby_p95_sec,kpi.simulation.clock_end_sec,kpi.simulation.clock_start_sec,kpi.simulation.delivery_window_sec,kpi.simulation.orderspan_window_sec,kpi.simulation.ped_window_sec,kpi.simulation.scenario_window,kpi.simulation.terminated_by_cap,kpi.simulation.termination_policy,kpi.simulation.termination_reason,kpi.simulation.ticks,kpi.simulation.wall_span_delivery_sec,kpi.simulation.wall_span_orderspan_sec,kpi.simulation.wall_span_sec,kpi.simulation.warmup.head_sec,kpi.simulation.warmup.lookback_sec,kpi.simulation.warmup.ped_boardings_per_min,kpi.simulation.warmup.peds_at_first_order,kpi.simulation.warmup.peds_waiting_at_first_order,kpi.simulation.warmup.util_at_first_order,kpi.simulation.warmup_sec,kpi.simulation.window_policy
K200_6,200,primary,2026,1.34,5.8703,27.18,2.5,123,0,9,0.942,10,1.365,0.0,7,0.961,7,1.388,86.90000000000003,78.0,19,19,5.965,181,18,1,14,3.512,0.0,0.0,32,8.493,0.435,0.16,42.66,0.0,690.7,138133.6,138133.6,138048.6,30.57508532423208,37.80357142857143,200,200,0,0.0,1509.655,2402.999999999999,0,0.9373433583959899,292,292,0.8588201603665521,0.868421052631579,0.8724208536777446,30.59246575342466,77.0,0,0.9578634085213033,294,294,0.8412084765177549,0.8574561403508771,0.8580878878563554,30.792517006802722,79.34999999999997,0,0.9487781954887218,285,285,0.818012600229095,0.8538533834586466,0.8543077650023626,29.866666666666667,75.80000000000001,0,0.9782268170426065,300,301,0.8373424971363116,0.8590225563909775,0.8582453929752717,31.016611295681063,78.0,27.65988023952096,835,1,836,43.05952380952381,32.54761904761905,138133.6,168,32,200,269.81,348.04999999999995,47789.0,40805.0,"[41405.0, 47789.0]","[41405.0, 47754.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,6984,6384.0,6349.0,6984.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_7,200,primary,42,1.36,2.7397,29.77,2.4,121,0,7,1.086,8,1.6,0.0,6,0.958,6,1.377,77.0,76.0,14,14,6.0,186,14,0,16,4.089,0.0,0.0,26,7.812,0.425,0.17,42.53,0.0,674.2,134845.6,134845.6,134778.1,31.81083202511774,36.015060240963855,200,200,0,0.0,1683.15,2609.8499999999995,0,1.085122022934431,335,335,0.9194812212915429,0.9298735665980594,0.9295837023914969,33.35223880597015,79.60000000000002,0,0.9553072625698324,309,309,0.8821940016211834,0.9054689797118495,0.9072925893120756,30.566343042071196,71.0,0,1.0357247868274038,321,321,0.8839502837071062,0.9131137900617465,0.912754650132861,32.08411214953271,72.0,0,1.0,309,309,0.8628748986760335,0.8865039694207586,0.8876586950103337,31.100323624595468,78.0,30.32908704883227,942,3,945,41.31325301204819,30.716867469879517,134845.6,166,34,200,264.77,348.0,48281.0,40879.0,"[41479.0, 48281.0]","[41479.0, 48253.0]","[40879.0, 52188.0]",True,False,delivery_complete,delivery_complete,7402,6802.0,6774.0,7402.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_7,200,primary,7,1.36,2.7508,29.77,2.4,121,0,5,0.957,7,1.356,0.0,5,1.001,9,1.371,87.25,82.25,16,16,5.99,184,16,0,14,3.985,0.0,0.0,26,7.993,0.45,0.12,42.56,0.0,687.8,137551.9,137551.9,137339.4,31.963108320251177,36.59943181818182,200,200,0,0.0,1684.62,2604.899999999999,0,0.9522480164560682,322,323,0.8525519848771267,0.8639435791948281,0.8633928571428572,29.46439628482972,81.0,0,1.0049955921245959,318,319,0.8702403456656764,0.8967087863649721,0.896875,29.620689655172413,81.0,0,1.0646488392594768,331,332,0.8718606535241696,0.913458712900382,0.9123511904761905,35.11144578313253,88.44999999999999,0,0.9512195121951219,300,300,0.8453956251687821,0.8784895680282104,0.8790178571428572,33.66,82.15000000000003,30.227421109902068,919,6,925,43.07954545454545,30.119318181818183,137551.9,176,24,200,269.035,354.04999999999995,48285.0,40879.0,"[41479.0, 48285.0]","[41479.0, 48199.0]","[40879.0, 52188.0]",True,False,delivery_complete,delivery_complete,7406,6806.0,6720.0,7406.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_7,200,primary,2026,1.34,2.7563,29.77,2.25,121,0,7,0.92,7,1.205,0.0,8,0.985,8,1.297,77.65,69.65,17,17,5.965,183,17,0,14,3.328,0.0,0.0,26,7.713,0.435,0.16,42.51,0.0,666.9,133387.2,133387.2,133322.2,28.12807881773399,32.717261904761905,200,200,0,0.0,1682.85,2616.2499999999995,0,0.9246534945443822,303,306,0.8692766188024925,0.8792391624889413,0.8787564766839379,27.395424836601308,73.0,0,0.9831907991742849,311,313,0.8405581143321593,0.8557947508109702,0.8552183567727609,28.78594249201278,75.39999999999998,0,0.954438218814509,296,297,0.7851530750474126,0.8159834856974344,0.8152479644707624,27.084175084175083,73.19999999999999,0,0.9200825715128281,302,302,0.822947710647521,0.8420819817163079,0.8414507772020725,29.21523178807947,71.0,26.205479452054796,876,13,889,37.416666666666664,28.017857142857142,133387.2,168,32,200,260.67,342.09999999999997,48261.0,40879.0,"[41479.0, 48261.0]","[41479.0, 48234.0]","[40879.0, 52188.0]",True,False,delivery_complete,delivery_complete,7382,6782.0,6755.0,7382.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_8,200,primary,42,1.31,2.4566,26.89,1.71,95,0,11,1.12,10,1.533,0.0,7,1.062,7,1.675,86.0,75.25,0,0,6.0,200,0,0,13,4.196,0.0,0.0,20,8.27,0.425,0.17,42.23,0.0,650.5,130090.0,130090.0,129900.0,32.484426229508195,36.45783132530121,200,200,0,0.0,1584.49,2472.249999999999,0,1.1152696964931592,317,317,0.9297312832303491,0.9418147507469727,0.9415791149315504,31.706624605678233,74.0,0,1.0600723384179902,311,313,0.9054461847966662,0.9325365623525712,0.9317096466093601,34.239616613418534,83.0,0,1.0555118729359962,302,303,0.8959620635148728,0.9282906117314043,0.9274116523400191,33.95379537953795,77.89999999999998,0,0.9545526026104734,286,287,0.8531398189395027,0.8774964617078157,0.8759949060808659,29.878048780487806,71.0,31.022650056625142,883,7,890,39.27710843373494,33.63855421686747,130090.0,166,34,200,260.18,335.09999999999997,47759.0,40800.0,"[41400.0, 47759.0]","[41400.0, 47682.0]","[40800.0, 52140.0]",True,False,delivery_complete,delivery_complete,6959,6359.0,6282.0,6959.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_8,200,primary,7,1.32,2.4566,26.89,1.71,96,0,7,1.035,8,1.443,0.0,4,0.943,7,1.287,80.0,83.25,0,0,5.99,200,0,0,12,3.715,0.0,0.0,23,8.119,0.45,0.12,42.48,0.0,642.2,128445.0,128445.0,128185.0,29.692874692874692,33.33522727272727,200,200,0,0.0,1582.795,2476.6499999999983,0,1.0319364386976164,322,322,0.8907251745262857,0.906371708988939,0.9075071270193221,29.41304347826087,71.94999999999999,0,0.9376849976631874,294,296,0.870921783729876,0.8990496962143636,0.8973709217611656,28.614864864864863,79.0,0,1.0007789375292102,301,302,0.8623735574868214,0.9055927714597289,0.912258473234083,30.705298013245034,74.0,0,1.004829412681103,301,301,0.8585268556774469,0.8948434335566288,0.8930947101678809,30.036544850498338,75.0,28.174364896073904,866,8,874,35.59090909090909,31.079545454545453,128445.0,176,24,200,256.89,338.2999999999999,47819.0,40800.0,"[41400.0, 47819.0]","[41400.0, 47714.0]","[40800.0, 52140.0]",True,False,delivery_complete,delivery_complete,7019,6419.0,6314.0,7019.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_8,200,primary,2026,1.27,2.4566,26.89,1.71,96,0,6,0.865,6,1.289,0.0,9,0.987,10,1.424,88.30000000000001,79.30000000000001,0,0,5.965,200,0,0,15,3.755,0.0,0.0,22,8.151,0.435,0.16,42.48,0.0,640.5,128110.0,128110.0,128032.5,30.61492281303602,33.654761904761905,200,200,0,0.0,1580.53,2446.4999999999977,0,0.8650617675007919,271,271,0.8397454440266127,0.8476401647133355,0.8468640560331104,30.85608856088561,80.0,0,0.9846373139056066,295,295,0.850159097483367,0.8674374406081723,0.8681948424068768,31.11864406779661,87.30000000000001,0,0.9743427304402914,292,292,0.8377205669655771,0.8758314855875832,0.8761540910538045,30.828767123287673,85.89999999999998,0,1.0511561609122584,308,308,0.8680937228811108,0.8929363319607222,0.8944603629417383,29.717532467532468,82.64999999999998,29.41978287092883,829,3,832,38.404761904761905,28.904761904761905,128110.0,168,32,200,256.22,342.2999999999999,47714.0,40800.0,"[41400.0, 47714.0]","[41400.0, 47682.0]","[40800.0, 52140.0]",True,False,delivery_complete,delivery_complete,6914,6314.0,6282.0,6914.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_9,200,primary,42,1.27,5.7257,25.43,2.16,121,0,6,1.108,10,1.497,0.0,5,0.959,7,1.56,77.75,84.0,12,12,6.0,186,9,5,18,4.075,0.0,0.0,33,8.663,0.425,0.17,42.31,0.0,585.0,117001.2,117001.2,116916.8,31.235096557514694,35.21084337349398,200,200,0,0.0,1468.025,2307.3999999999987,0,1.1009718333058804,314,314,0.9216009593764053,0.9334541261736122,0.9386604774535809,29.837579617834393,80.0,0,0.9606325152363696,286,287,0.8794783390795983,0.9052874320540274,0.9046750663129973,33.26480836236934,84.69999999999999,0,1.035249547026849,294,294,0.8886223954429621,0.921759183001153,0.9214190981432361,29.952380952380953,72.0,0,1.092900675341789,296,296,0.8718333083495727,0.8991928842035909,0.9046750663129973,32.023648648648646,78.75,29.71794871794872,858,3,861,38.3433734939759,32.07831325301205,117001.2,166,34,200,261.51,355.09999999999997,47476.0,40805.0,"[41405.0, 47476.0]","[41405.0, 47437.0]","[40805.0, 52167.0]",True,False,delivery_complete,delivery_complete,6671,6071.0,6032.0,6671.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_9,200,primary,7,1.27,5.7377,25.43,2.25,122,0,9,1.125,10,1.553,0.0,6,0.977,7,1.465,84.25,81.25,13,13,5.99,185,11,4,14,4.029,0.0,0.0,30,8.896,0.45,0.12,42.53,0.0,607.2,121436.7,121436.7,121332.2,32.66921768707483,36.90340909090909,200,200,0,0.0,1470.375,2338.1999999999994,0,1.1207460732984293,308,309,0.8748510131108462,0.8897251308900523,0.8896767810026385,31.741100323624597,81.59999999999997,0,0.981675392670157,280,280,0.8764898688915376,0.90657722513089,0.9058377308707124,32.72142857142857,75.05000000000001,0,1.0230693717277486,296,297,0.8528009535160905,0.8972513089005235,0.8984168865435356,31.468013468013467,80.0,0,1.044502617801047,289,290,0.858015494636472,0.8961060209424084,0.8952836411609498,34.83793103448276,84.65000000000003,30.841075794621027,818,11,829,43.4375,30.369318181818183,121436.7,176,24,200,270.005,361.09999999999997,47517.0,40805.0,"[41405.0, 47517.0]","[41405.0, 47469.0]","[40805.0, 52167.0]",True,False,delivery_complete,delivery_complete,6712,6112.0,6064.0,6712.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_9,200,primary,2026,1.24,5.7153,25.43,2.205,121,0,6,0.999,7,1.434,0.0,7,0.982,7,1.477,88.65,82.65,12,12,5.965,186,11,3,14,3.779,0.0,0.0,31,8.957,0.435,0.16,42.71,0.0,609.7,121941.4,121941.4,121845.8,32.29859894921191,39.458333333333336,200,200,0,0.0,1473.585,2327.2,0,0.999342645850452,284,284,0.8568436798803291,0.866721446179129,0.8657507035259063,31.37323943661972,84.0,0,0.9786359901396877,275,276,0.8604338070306656,0.8793755135579293,0.8784969375931138,33.18115942028985,84.0,0,0.9385373870172555,279,280,0.8309648466716529,0.8698438783894823,0.8751862274457871,31.632142857142856,87.10000000000002,0,1.0308956450287592,302,302,0.8584891548242334,0.8833196384552178,0.8829663962920047,32.980132450331126,80.94999999999999,29.366915422885572,804,5,809,43.226190476190474,35.69047619047619,121941.4,168,32,200,270.815,356.04999999999995,47490.0,40805.0,"[41405.0, 47490.0]","[41405.0, 47446.0]","[40805.0, 52167.0]",True,False,delivery_complete,delivery_complete,6685,6085.0,6041.0,6685.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
