scenario,K,tier,seed,wall_sec,drv_arrival_ia_cv2,drv_arrival_ia_mean_sec,drv_arrival_peak10_over_mean,drv_backlog_max,drv_dedicated_pax_mean,drv_dedicated_queue_mean,drv_deliv_per_floor_max,drv_deliv_per_floor_mean,drv_dispatch_queue_max,drv_ev1_pax_ge12_frac,drv_ev1_pax_max,drv_ev1_pax_mean,drv_ev1_queue_max,drv_ev1_queue_mean,drv_ev2_pax_ge12_frac,drv_ev2_pax_max,drv_ev2_pax_mean,drv_ev2_queue_max,drv_ev2_queue_mean,drv_ev3_pax_ge12_frac,drv_ev3_pax_max,drv_ev3_pax_mean,drv_ev3_queue_max,drv_ev3_queue_mean,drv_ev4_pax_ge12_frac,drv_ev4_pax_max,drv_ev4_pax_mean,drv_ev4_queue_max,drv_ev4_queue_mean,drv_evwait_down_p95_sec,drv_evwait_up_p95_sec,drv_fallback_cum_final,drv_fallback_n,drv_floor_burst10_max,drv_floor_mean,drv_n_bike,drv_n_car,drv_n_walk,drv_peds_waiting_max,drv_peds_waiting_mean,drv_rider_wait_max_sec,drv_rider_wait_mean_sec,drv_riders_in_building_max,drv_riders_in_building_mean,drv_riders_in_service_mean,drv_riders_waiting_ev_max,drv_riders_waiting_ev_mean,drv_service_time_mean_sec,drv_share_floor_le5,drv_shared_ev_ids,drv_shared_pax_ge12_frac_all,drv_shared_pax_ge12_frac_any,drv_shared_pax_mean,drv_shared_queue_mean,drv_stairs_share,drv_walked_m_mean,drv_window_used,kpi.building.capex_total_krw,kpi.building.cost_per_order_krw,kpi.building.opex_running_krw,kpi.building.opex_running_krw_delivery,kpi.building.opex_running_krw_orderspan,kpi.building.w_ev_mean_all_sec,kpi.building.w_ev_mean_riders_sec,kpi.customer.n_delivered,kpi.customer.n_orders,kpi.customer.n_sla_violations,kpi.customer.sla_violation_rate,kpi.customer.t_e2e_mean_sec,kpi.customer.t_e2e_p95_sec,kpi.elevator.EV1.capacity_violations,kpi.elevator.EV1.mean_passengers_delivery,kpi.elevator.EV1.n_alights,kpi.elevator.EV1.n_boardings,kpi.elevator.EV1.n_boardings_by_kind.pedestrian,kpi.elevator.EV1.n_boardings_by_kind.rider,kpi.elevator.EV1.shared_with_robot,kpi.elevator.EV1.utilization,kpi.elevator.EV1.utilization_delivery,kpi.elevator.EV1.utilization_orderspan,kpi.elevator.EV1.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV1.w_ev_mean_sec,kpi.elevator.EV1.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV1.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV1.w_ev_p95_sec,kpi.elevator.EV2.capacity_violations,kpi.elevator.EV2.mean_passengers_delivery,kpi.elevator.EV2.n_alights,kpi.elevator.EV2.n_boardings,kpi.elevator.EV2.n_boardings_by_kind.pedestrian,kpi.elevator.EV2.n_boardings_by_kind.rider,kpi.elevator.EV2.shared_with_robot,kpi.elevator.EV2.utilization,kpi.elevator.EV2.utilization_delivery,kpi.elevator.EV2.utilization_orderspan,kpi.elevator.EV2.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV2.w_ev_mean_sec,kpi.elevator.EV2.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV2.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV2.w_ev_p95_sec,kpi.elevator.EV3.capacity_violations,kpi.elevator.EV3.mean_passengers_delivery,kpi.elevator.EV3.n_alights,kpi.elevator.EV3.n_boardings,kpi.elevator.EV3.n_boardings_by_kind.pedestrian,kpi.elevator.EV3.n_boardings_by_kind.rider,kpi.elevator.EV3.shared_with_robot,kpi.elevator.EV3.utilization,kpi.elevator.EV3.utilization_delivery,kpi.elevator.EV3.utilization_orderspan,kpi.elevator.EV3.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV3.w_ev_mean_sec,kpi.elevator.EV3.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV3.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV3.w_ev_p95_sec,kpi.elevator.EV4.capacity_violations,kpi.elevator.EV4.mean_passengers_delivery,kpi.elevator.EV4.n_alights,kpi.elevator.EV4.n_boardings,kpi.elevator.EV4.n_boardings_by_kind.pedestrian,kpi.elevator.EV4.n_boardings_by_kind.rider,kpi.elevator.EV4.shared_with_robot,kpi.elevator.EV4.utilization,kpi.elevator.EV4.utilization_delivery,kpi.elevator.EV4.utilization_orderspan,kpi.elevator.EV4.w_ev_mean_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_mean_by_kind_sec.rider,kpi.elevator.EV4.w_ev_mean_sec,kpi.elevator.EV4.w_ev_p95_by_kind_sec.pedestrian,kpi.elevator.EV4.w_ev_p95_by_kind_sec.rider,kpi.elevator.EV4.w_ev_p95_sec,kpi.pedestrian.ev_wait_mean_sec,kpi.pedestrian.n_completed,kpi.pedestrian.n_in_building_at_end,kpi.pedestrian.n_spawned,kpi.rider.ev_wait_down_mean_sec,kpi.rider.ev_wait_up_mean_sec,kpi.rider.lobby_cost_total_krw,kpi.rider.n_by_mode.elevator,kpi.rider.n_by_mode.stairs,kpi.rider.n_exited,kpi.rider.t_lobby_mean_sec,kpi.rider.t_lobby_p95_sec,kpi.simulation.clock_end_sec,kpi.simulation.clock_start_sec,kpi.simulation.delivery_window_sec,kpi.simulation.orderspan_window_sec,kpi.simulation.ped_window_sec,kpi.simulation.scenario_window,kpi.simulation.terminated_by_cap,kpi.simulation.termination_policy,kpi.simulation.termination_reason,kpi.simulation.ticks,kpi.simulation.wall_span_delivery_sec,kpi.simulation.wall_span_orderspan_sec,kpi.simulation.wall_span_sec,kpi.simulation.warmup.head_sec,kpi.simulation.warmup.lookback_sec,kpi.simulation.warmup.ped_boardings_per_min,kpi.simulation.warmup.peds_at_first_order,kpi.simulation.warmup.peds_waiting_at_first_order,kpi.simulation.warmup.util_at_first_order,kpi.simulation.warmup_sec,kpi.simulation.window_policy
K200_3,200,primary,42,2.55,2.5794,27.9,1.85,104,1.031,1.49,28,22.222,0,0.0,5,1.037,8,1.555,0.0,7,1.025,7,1.426,0.0,5,0.999,9,1.525,0.0,6,1.003,8,1.453,92.75,84.5,0,0,8,6.0,200,0,0,13,4.142,0.0,0.0,20,7.771,3.566,10,1.817,120.0,0.425,EV3|EV4,0.0,0.0,1.001,1.489,0.17,42.42,delivery,0.0,653.8,130755.0,130755.0,130597.5,32.25925925925926,36.83734939759036,200,200,0,0.0,1459.02,2375.15,0,1.0370040124832813,327,330,243,87,False,0.9132214490380679,0.9231683756873236,0.922430607651913,31.20576131687243,36.689655172413794,32.65151515151515,81.79999999999995,87.10000000000001,84.10000000000002,0,1.0255610046069252,313,314,229,85,False,0.8756992768454086,0.8986476445237034,0.8976744186046511,29.95633187772926,33.529411764705884,30.923566878980893,83.19999999999999,86.79999999999998,84.0,0,0.9989597265566948,312,312,232,80,True,0.8872970391595033,0.9170753455193936,0.9162790697674419,31.612068965517242,39.3625,33.59935897435897,78.44999999999999,103.1,82.44999999999999,0,1.002674988854213,311,313,233,80,True,0.8803383817710465,0.9057809481349384,0.9048762190547637,29.742489270386265,37.9875,31.849840255591054,79.39999999999998,81.1,80.0,30.695698924731182,930,10,940,41.234939759036145,32.43975903614458,130755.0,166,34,200,261.51,346.15,48168.0,40839.0,"[41439.0, 48168.0]","[41439.0, 48104.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7329,6729.0,6665.0,7329.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_3,200,primary,7,2.53,2.5794,27.9,1.85,105,0.99,1.492,30,22.222,0,0.0,8,1.009,8,1.569,0.0,7,0.971,7,1.415,0.0,6,0.976,7,1.37,0.0,6,1.007,9,1.433,82.5,78.0,0,0,7,5.99,200,0,0,15,3.923,0.0,0.0,22,7.79,3.578,9,1.864,120.0,0.45,EV3|EV4,0.0,0.0,0.992,1.402,0.12,42.46,delivery,0.0,653.1,130625.0,130625.0,130460.0,31.49920634920635,35.52556818181818,200,200,0,0.0,1457.91,2345.899999999999,0,1.009543692215926,324,325,222,103,False,0.8824254037777169,0.8966597077244259,0.8969724356077723,33.08108108108108,34.33980582524272,33.48,79.94999999999999,81.89999999999999,80.80000000000001,0,0.9707724425887265,312,312,232,80,False,0.8653161784834382,0.8917387414255891,0.8962193101370688,28.461206896551722,38.85,31.125,81.0,82.0,81.44999999999999,0,0.9764390098419325,309,309,224,85,True,0.8660005474952094,0.9076946018490903,0.9090224431390269,28.138392857142858,35.32941176470588,30.116504854368934,74.85,76.8,76.0,0,1.0071577691619444,313,314,230,84,True,0.858609362168081,0.8933790635252014,0.8924536827835517,30.14782608695652,34.01190476190476,31.181528662420384,79.0,81.69999999999999,80.69999999999993,29.981236203090507,906,2,908,40.5625,30.488636363636363,130625.0,176,24,200,261.25,334.0,48145.0,40839.0,"[41439.0, 48145.0]","[41439.0, 48078.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7306,6706.0,6639.0,7306.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_3,200,primary,2026,2.5,2.5794,27.9,1.85,105,0.927,1.335,28,22.222,0,0.0,7,0.923,7,1.303,0.0,8,0.931,10,1.366,0.0024,13,0.956,11,1.417,0.0,6,0.95,7,1.403,87.95000000000002,78.0,0,0,7,5.965,200,0,0,14,3.643,0.0,0.0,22,7.83,3.595,9,1.846,120.0,0.435,EV3|EV4,0.0,0.0024,0.953,1.41,0.16,42.39,delivery,0.0,653.4,130677.5,130677.5,130602.5,31.175145954962467,36.67857142857143,200,200,0,0.0,1458.72,2351.5999999999995,0,0.9234456928838951,302,302,218,84,False,0.8317525773195876,0.8385018726591761,0.8377483443708609,27.53669724770642,35.29761904761905,29.695364238410598,74.0,80.69999999999999,77.0,0,0.9306367041198502,294,294,221,73,False,0.8361512027491409,0.8512359550561798,0.8505418422636966,31.941176470588236,30.493150684931507,31.581632653061224,83.0,74.39999999999995,81.0,0,0.9558052434456928,298,298,198,100,True,0.8042611683848797,0.8373033707865168,0.8369957856712824,27.646464646464647,40.82,32.06711409395973,82.14999999999998,90.44999999999997,86.0,0,0.949812734082397,305,305,226,79,True,0.8567697594501719,0.8792509363295881,0.878687537627935,28.845132743362832,38.620253164556964,31.37704918032787,78.5,80.19999999999999,79.80000000000001,29.031358885017422,861,4,865,41.11904761904762,32.23809523809524,130677.5,168,32,200,261.355,349.09999999999997,48114.0,40839.0,"[41439.0, 48114.0]","[41439.0, 48083.0]","[40839.0, 52188.0]",True,False,delivery_complete,delivery_complete,7275,6675.0,6644.0,7275.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_4,200,primary,42,2.24,1.8252,23.01,1.92,111,1.015,1.517,28,22.222,0,0.0,9,0.993,8,1.43,0.0,6,1.037,6,1.604,0.0,6,1.08,9,1.598,0.0023,13,1.077,16,1.38,90.0,78.5,16,16,7,6.0,184,15,1,14,3.854,0.0,0.0,30,9.3,4.354,12,2.159,124.5,0.425,EV3|EV4,0.0,0.0023,1.078,1.489,0.17,42.39,delivery,0.0,677.5,135494.6,135494.6,135214.6,30.953180212014136,37.183734939759034,200,200,0,0.0,1483.84,2332.6499999999996,0,0.9933543196922001,268,269,198,71,False,0.9062994618550174,0.9172787688002798,0.9156110615521855,29.45959595959596,37.690140845070424,31.63197026022305,83.0,78.5,82.6,0,1.036726128016789,282,282,190,92,False,0.9167458056346945,0.9480587618048268,0.9475468331846566,27.51578947368421,43.57608695652174,32.755319148936174,77.09999999999997,87.80000000000001,81.94999999999999,0,1.0792235047219307,290,292,212,80,True,0.9074074074074074,0.9445610353270374,0.9434433541480821,30.87735849056604,34.175,31.78082191780822,76.89999999999998,85.14999999999999,79.0,0,1.0767750961874782,288,289,200,89,True,0.8754352643241532,0.9048618398041273,0.903479036574487,25.435,32.87640449438202,27.726643598615915,61.0,73.0,64.0,28.446540880503143,795,13,808,42.12048192771084,32.24698795180723,135494.6,166,34,200,265.945,360.04999999999995,47147.0,40829.0,"[41429.0, 47147.0]","[41429.0, 47034.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6318,5718.0,5605.0,6318.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_4,200,primary,7,2.21,1.8281,23.01,2.0,111,1.023,1.612,30,22.222,0,0.0,7,1.021,9,1.612,0.0,8,1.024,10,1.612,0.0018,12,1.097,11,1.615,0.0,7,1.111,9,1.776,87.0,80.25,19,19,9,5.99,181,19,0,13,4.132,0.0,0.0,29,9.864,4.464,12,2.483,125.7,0.45,EV3|EV4,0.0,0.0018,1.104,1.695,0.12,42.49,delivery,0.0,711.8,142364.7,142364.7,142247.2,34.61636363636364,39.72727272727273,200,200,0,0.0,1489.91,2326.7999999999997,0,1.0216657787249157,275,276,182,94,False,0.8764243299630878,0.8927366364766471,0.8941429339065019,33.214285714285715,36.12765957446808,34.20652173913044,81.89999999999998,86.35,83.5,0,1.023441662226958,264,266,176,90,False,0.8528326111378591,0.8829692772154146,0.8819631022747627,32.01136363636363,40.72222222222222,34.95864661654135,83.25,84.0,84.0,0,1.0967856508613034,272,272,194,78,True,0.8369443107045418,0.8835020422660274,0.8825004477879277,31.175257731958762,39.88461538461539,33.67279411764706,81.74999999999997,94.44999999999997,88.44999999999999,0,1.1106375421772332,284,286,196,90,True,0.8658321296742096,0.9080092345942106,0.9102632993014508,32.484693877551024,42.355555555555554,35.59090909090909,85.0,80.0,81.75,32.331090174966356,743,8,751,45.04545454545455,34.40909090909091,142364.7,176,24,200,277.765,354.09999999999997,47060.0,40829.0,"[41429.0, 47060.0]","[41429.0, 47012.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6231,5631.0,5583.0,6231.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_4,200,primary,2026,2.21,1.8177,23.01,1.92,110,1.014,1.559,28,22.222,0,0.0,6,1.052,9,1.533,0.0,8,0.975,9,1.586,0.0,9,1.04,11,1.702,0.0,6,1.006,6,1.216,94.95000000000002,78.30000000000001,14,14,8,5.965,186,13,1,15,3.854,0.0,0.0,28,9.438,4.383,13,2.183,123.9,0.435,EV3|EV4,0.0,0.0,1.023,1.459,0.16,42.63,delivery,0.0,678.5,135705.6,135705.6,135628.1,32.29509713228492,36.729166666666664,200,200,0,0.0,1484.02,2311.05,0,1.0523615779232267,274,275,189,86,False,0.8803774188389573,0.8935078719264108,0.8929016189290162,29.015873015873016,40.093023255813954,32.48,75.6,94.75,82.90000000000003,0,0.9752343888200955,266,266,189,77,False,0.8730209499440269,0.894746152485406,0.8941469489414695,33.13756613756614,38.116883116883116,34.578947368421055,92.19999999999999,88.0,90.75,0,1.0405094640014152,271,272,184,88,True,0.8426355349432273,0.8857243941270122,0.8884540117416829,32.11413043478261,43.27272727272727,35.724264705882355,82.69999999999999,94.94999999999997,86.44999999999999,0,1.0051300194586945,268,268,183,85,True,0.8339996801535263,0.8581284273836901,0.8587439957302971,26.852459016393443,25.294117647058822,26.35820895522388,77.0,76.39999999999998,77.64999999999998,30.345013477088948,742,4,746,41.30357142857143,32.154761904761905,135705.6,168,32,200,266.8,379.0,47082.0,40829.0,"[41429.0, 47082.0]","[41429.0, 47050.0]","[40829.0, 52175.0]",True,False,delivery_complete,delivery_complete,6253,5653.0,5621.0,6253.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_5,200,primary,42,2.26,1.2277,24.04,2.04,126,1.013,1.482,28,22.222,0,0.0,5,0.95,9,1.451,0.0,6,1.076,7,1.513,0.0,9,1.129,9,1.604,0.0,8,1.078,9,1.516,83.75,79.0,18,18,9,6.0,182,18,0,14,4.079,0.0,0.0,28,8.854,4.181,12,2.005,125.4,0.425,EV3|EV4,0.0,0.0,1.104,1.56,0.17,42.43,delivery,0.0,680.0,135995.0,135995.0,135842.5,31.403389830508473,36.225903614457835,200,200,0,0.0,1539.205,2329.0999999999995,0,0.9501500500166722,284,286,199,87,False,0.9261897544710518,0.938646215405135,0.9380053908355795,30.56281407035176,33.49425287356322,31.454545454545453,71.19999999999999,75.50000000000001,72.75,0,1.0756918972990996,294,296,214,82,False,0.8966353440436496,0.9244748249416472,0.9236859838274932,27.621495327102803,39.40243902439025,30.885135135135137,74.69999999999999,83.95,82.25,0,1.1288762920973658,300,301,214,87,True,0.8939072446195817,0.9279759919973325,0.9272237196765498,31.060747663551403,36.97701149425287,32.77076411960133,74.0,86.10000000000001,78.0,0,1.0781927309103034,296,297,221,76,True,0.8729918157017278,0.9008002667555852,0.8997641509433962,28.90950226244344,35.06578947368421,30.484848484848484,75.0,76.25,76.19999999999999,29.407363420427554,842,13,855,41.506024096385545,30.94578313253012,135995.0,166,34,200,265.58,353.3499999999999,47422.0,40824.0,"[41424.0, 47422.0]","[41424.0, 47360.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6598,5998.0,5936.0,6598.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_5,200,primary,7,1.44,1.2605,24.04,2.0,126,1.037,1.489,30,22.222,0,0.0,6,1.041,8,1.541,0.0,7,1.032,7,1.436,0.0,7,0.99,8,1.414,0.0,6,0.988,8,1.398,86.0,84.0,17,17,8,5.99,183,17,0,13,3.769,0.0,0.0,30,8.855,4.192,12,2.02,125.1,0.45,EV3|EV4,0.0,0.0,0.989,1.406,0.12,42.32,delivery,0.0,676.4,135280.6,135280.6,135055.6,30.83275261324042,34.25284090909091,200,200,0,0.0,1536.72,2347.5499999999997,0,1.0412198391420913,296,298,205,93,False,0.8967722289890377,0.9142091152815014,0.9128807214565254,29.658536585365855,37.39784946236559,32.07382550335571,82.59999999999997,86.39999999999999,86.0,0,1.032004021447721,286,286,208,78,False,0.8865712545676004,0.9183981233243967,0.9181555215245873,31.298076923076923,29.025641025641026,30.678321678321677,83.64999999999998,67.19999999999993,81.25,0,0.989946380697051,279,279,195,84,True,0.8652557856272838,0.9120308310991957,0.9106687085247576,28.68717948717949,35.083333333333336,30.612903225806452,80.0,83.94999999999996,80.09999999999997,0,0.9876005361930295,283,285,188,97,True,0.8640377588306942,0.9036528150134048,0.9021609664794964,27.420212765957448,34.72164948453608,29.905263157894737,70.30000000000001,86.39999999999986,82.00000000000006,29.343434343434343,792,8,800,39.70454545454545,28.801136363636363,135280.6,176,24,200,264.27,362.0,47392.0,40824.0,"[41424.0, 47392.0]","[41424.0, 47301.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6568,5968.0,5877.0,6568.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_5,200,primary,2026,2.22,1.2702,24.04,2.12,126,1.03,1.532,28,22.222,0,0.0,7,1.053,8,1.7,0.0,7,1.007,7,1.363,0.0,6,0.945,7,1.458,0.0,7,1.053,8,1.544,82.65,86.0,23,23,12,5.965,177,23,0,14,3.973,0.0,0.0,34,9.095,4.266,14,2.092,126.9,0.435,EV3|EV4,0.0,0.0,0.999,1.501,0.16,42.48,delivery,0.0,697.9,139581.1,139581.1,139488.6,32.66903283052351,37.044642857142854,200,200,0,0.0,1542.985,2352.5499999999993,0,1.0531271015467385,286,287,210,77,False,0.8558338423946243,0.8658372562205784,0.86497461928934,32.41428571428571,45.8051948051948,36.00696864111498,76.54999999999998,89.60000000000002,82.69999999999999,0,1.0065568258238062,283,283,188,95,False,0.8559865607819181,0.874915938130464,0.8742808798646362,28.03191489361702,32.294736842105266,29.462897526501767,78.95000000000002,79.6,79.89999999999998,0,0.9450235373234701,265,265,190,75,True,0.8092547342700062,0.8468392737054472,0.8482233502538071,31.731578947368423,36.54666666666667,33.094339622641506,83.54999999999998,82.09999999999995,83.79999999999998,0,1.0521183591123067,291,292,203,89,True,0.8645387904703726,0.890551445864156,0.8898477157360406,30.862068965517242,34.95505617977528,32.10958904109589,76.79999999999995,79.79999999999995,77.44999999999999,30.757614213197968,788,6,794,42.125,31.964285714285715,139581.1,168,32,200,270.52,362.2999999999999,47372.0,40824.0,"[41424.0, 47372.0]","[41424.0, 47334.0]","[40824.0, 52138.0]",True,False,delivery_complete,delivery_complete,6548,5948.0,5910.0,6548.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_6,200,primary,42,1.36,5.8857,27.18,2.5,122,1.036,1.587,28,22.222,0,0.0,10,1.025,11,1.525,0.0,7,1.046,8,1.648,0.0,11,1.125,11,1.642,0.0,9,1.0,9,1.433,89.75,75.75,25,25,12,6.0,175,24,1,16,4.172,0.0,0.0,33,8.617,3.974,15,2.077,127.2,0.425,EV3|EV4,0.0,0.0,1.062,1.538,0.17,42.45,delivery,0.0,710.3,142065.3,142065.3,141875.3,33.37040065412919,40.04819277108434,200,200,0,0.0,1516.61,2441.4999999999986,0,1.0249960943602563,303,304,230,74,False,0.9068704470789887,0.9167317606623965,0.9168247944339026,30.821739130434782,40.486486486486484,33.17434210526316,73.0,79.35,73.84999999999997,0,1.0465552257459771,312,313,230,83,False,0.8781602628195972,0.9025152319950008,0.9013282732447818,31.56086956521739,40.30120481927711,33.87859424920128,83.0,83.59999999999997,83.39999999999998,0,1.1251366973910326,312,312,222,90,True,0.8688758748750178,0.8984533666614591,0.8976913345983555,32.41891891891892,39.51111111111111,34.46474358974359,83.69999999999993,95.49999999999997,87.44999999999999,0,0.9996875488204968,293,294,209,85,True,0.8678760177117555,0.8934541477894079,0.8921568627450981,28.56937799043062,39.98823529411764,31.87074829931973,77.6,82.39999999999999,79.34999999999997,30.90990990990991,888,8,896,45.04819277108434,35.04819277108434,142065.3,166,34,200,275.845,368.7499999999998,47806.0,40805.0,"[41405.0, 47806.0]","[41405.0, 47729.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,7001,6401.0,6324.0,7001.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
K200_6,200,primary,7,1.32,5.8661,27.18,2.5,123,1.026,1.565,30,22.222,0,0.0,7,0.98,11,1.537,0.0,7,1.072,9,1.593,0.0,9,1.082,9,1.687,0.0,8,1.01,8,1.451,102.25,90.0,25,25,10,5.99,175,24,1,14,3.997,0.0,0.0,33,8.813,3.979,15,2.271,127.2,0.45,EV3|EV4,0.0,0.0,1.046,1.569,0.12,42.52,delivery,0.0,726.7,145334.6,145334.6,145227.1,33.545155993431855,41.24431818181818,200,200,0,0.0,1515.49,2421.049999999999,0,0.9796620775969962,301,302,202,100,False,0.853403890160183,0.865613266583229,0.8667296786389413,28.465346534653467,44.37,33.7317880794702,76.94999999999999,88.05,85.0,0,1.071964956195244,310,310,221,89,False,0.8438215102974829,0.8695244055068836,0.8711405166981726,30.533936651583712,40.98876404494382,33.535483870967745,88.0,101.6,92.55000000000001,0,1.0824468085106382,312,313,231,82,True,0.8432494279176201,0.8848560700876095,0.8840579710144928,32.142857142857146,42.34146341463415,34.814696485623,81.5,102.80000000000001,91.0,0,1.010325406758448,293,293,212,81,True,0.8363844393592678,0.8707759699624531,0.869880277252678,30.2688679245283,36.55555555555556,32.00682593856655,88.89999999999998,87.0,88.39999999999998,30.458333333333332,864,7,871,50.42045454545455,32.06818181818182,145334.6,176,24,200,281.72,379.2999999999999,47797.0,40805.0,"[41405.0, 47797.0]","[41405.0, 47753.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,6992,6392.0,6348.0,6992.0,600.0,300.0,5.6,8,3,0.5683333333333334,600.0,delivery
K200_6,200,primary,2026,1.4,5.8703,27.18,2.5,123,0.948,1.37,28,22.222,0,0.0,9,0.937,10,1.357,0.0,7,0.958,7,1.382,0.0,8,0.949,11,1.318,0.0,7,0.979,8,1.43,86.90000000000003,78.0,19,19,10,5.965,181,18,1,14,3.498,0.0,0.0,32,8.451,3.928,11,1.989,125.4,0.435,EV3|EV4,0.0,0.0,0.964,1.374,0.16,42.66,delivery,0.0,690.7,138133.6,138133.6,138048.6,30.57508532423208,37.80357142857143,200,200,0,0.0,1509.655,2402.999999999999,0,0.9373433583959899,292,292,212,80,False,0.8588201603665521,0.868421052631579,0.8724208536777446,26.21698113207547,42.1875,30.59246575342466,73.0,92.24999999999999,77.0,0,0.9578634085213033,294,294,204,90,False,0.8412084765177549,0.8574561403508771,0.8580878878563554,27.073529411764707,39.22222222222222,30.792517006802722,73.0,84.64999999999999,79.34999999999997,0,0.9487781954887218,285,285,199,86,True,0.818012600229095,0.8538533834586466,0.8543077650023626,28.201005025125628,33.72093023255814,29.866666666666667,75.1,75.0,75.80000000000001,0,0.9782268170426065,300,301,221,80,True,0.8373424971363116,0.8590225563909775,0.8582453929752717,29.13574660633484,36.2125,31.016611295681063,77.0,78.0,78.0,27.65988023952096,835,1,836,43.05952380952381,32.54761904761905,138133.6,168,32,200,269.81,348.04999999999995,47789.0,40805.0,"[41405.0, 47789.0]","[41405.0, 47754.0]","[40805.0, 52192.0]",True,False,delivery_complete,delivery_complete,6984,6384.0,6349.0,6984.0,600.0,300.0,6.4,13,4,0.6075,600.0,delivery
K200_7,200,primary,42,1.42,2.7397,29.77,2.4,121,1.02,1.485,28,22.222,0,0.0,7,1.085,8,1.599,0.0,6,0.955,6,1.371,0.0,6,1.036,7,1.486,0.0,9,1.0,9,1.384,77.0,76.0,14,14,10,6.0,186,14,0,16,4.082,0.0,0.0,26,7.784,3.651,10,1.758,124.2,0.425,EV3|EV4,0.0,0.0,1.018,1.435,0.17,42.53,delivery,0.0,674.2,134845.6,134845.6,134778.1,31.81083202511774,36.015060240963855,200,200,0,0.0,1683.15,2609.8499999999995,0,1.085122022934431,335,335,254,81,False,0.9194812212915429,0.9298735665980594,0.9295837023914969,31.484251968503937,39.20987654320987,33.35223880597015,79.69999999999999,77.0,79.60000000000002,0,0.9553072625698324,309,309,229,80,False,0.8821940016211834,0.9054689797118495,0.9072925893120756,27.807860262008735,38.4625,30.566343042071196,67.19999999999999,78.1,71.0,0,1.0357247868274038,321,321,238,83,True,0.8839502837071062,0.9131137900617465,0.912754650132861,31.26050420168067,34.44578313253012,32.08411214953271,72.0,72.79999999999998,72.0,0,1.0,309,309,221,88,True,0.8628748986760335,0.8865039694207586,0.8876586950103337,30.61085972850679,32.32954545454545,31.100323624595468,78.0,76.24999999999996,78.0,30.32908704883227,942,3,945,41.31325301204819,30.716867469879517,134845.6,166,34,200,264.77,348.0,48281.0,40879.0,"[41479.0, 48281.0]","[41479.0, 48253.0]","[40879.0, 52188.0]",True,False,delivery_complete,delivery_complete,7402,6802.0,6774.0,7402.0,600.0,300.0,6.2,7,3,0.5966666666666667,600.0,delivery
