agent,K,metric,value,scenario
pedestrian,300,n_spawned,822.0,K300_2
pedestrian,300,n_spawned,836.0,K300_3
pedestrian,300,n_spawned,956.0,K300_4
pedestrian,300,n_spawned,835.0,K300_5
pedestrian,300,n_spawned,881.6667,K300_6
pedestrian,300,n_spawned,829.3333,K300_7
pedestrian,300,n_spawned,850.3333,K300_8
pedestrian,50,n_spawned,783.6667,K50_1
pedestrian,50,n_spawned,833.3333,K50_2
pedestrian,100,n_completed,856.0,K100_1
pedestrian,100,n_completed,889.0,K100_2
pedestrian,100,n_completed,722.6667,K100_3
pedestrian,100,n_completed,842.3333,K100_4
pedestrian,100,n_completed,783.0,K100_5
pedestrian,100,n_completed,733.3333,K100_6
pedestrian,100,n_completed,789.6667,K100_7
pedestrian,100,n_completed,813.0,K100_8
pedestrian,100,n_completed,817.6667,K100_9
pedestrian,200,n_completed,839.6667,K200_1
pedestrian,200,n_completed,909.3333,K200_2
pedestrian,200,n_completed,899.0,K200_3
pedestrian,200,n_completed,760.0,K200_4
pedestrian,200,n_completed,807.3333,K200_5
pedestrian,200,n_completed,862.3333,K200_6
pedestrian,200,n_completed,912.3333,K200_7
pedestrian,200,n_completed,859.3333,K200_8
pedestrian,200,n_completed,826.6667,K200_9
pedestrian,300,n_completed,758.0,K300_1
pedestrian,300,n_completed,812.0,K300_2
pedestrian,300,n_completed,832.6667,K300_3
pedestrian,300,n_completed,951.6667,K300_4
pedestrian,300,n_completed,830.3333,K300_5
pedestrian,300,n_completed,877.6667,K300_6
pedestrian,300,n_completed,823.3333,K300_7
pedestrian,300,n_completed,843.0,K300_8
pedestrian,50,n_completed,772.3333,K50_1
pedestrian,50,n_completed,826.6667,K50_2
pedestrian,100,n_censored_at_end,6.3333,K100_1
pedestrian,100,n_censored_at_end,10.0,K100_2
pedestrian,100,n_censored_at_end,8.0,K100_3
pedestrian,100,n_censored_at_end,6.6667,K100_4
pedestrian,100,n_censored_at_end,9.3333,K100_5
pedestrian,100,n_censored_at_end,5.6667,K100_6
pedestrian,100,n_censored_at_end,10.6667,K100_7
pedestrian,100,n_censored_at_end,10.0,K100_8
pedestrian,100,n_censored_at_end,9.0,K100_9
pedestrian,200,n_censored_at_end,7.0,K200_1
pedestrian,200,n_censored_at_end,7.3333,K200_2
pedestrian,200,n_censored_at_end,5.3333,K200_3
pedestrian,200,n_censored_at_end,8.3333,K200_4
pedestrian,200,n_censored_at_end,9.0,K200_5
pedestrian,200,n_censored_at_end,5.3333,K200_6
pedestrian,200,n_censored_at_end,7.3333,K200_7
pedestrian,200,n_censored_at_end,6.0,K200_8
pedestrian,200,n_censored_at_end,6.3333,K200_9
pedestrian,300,n_censored_at_end,7.0,K300_1
pedestrian,300,n_censored_at_end,10.0,K300_2
pedestrian,300,n_censored_at_end,3.3333,K300_3
pedestrian,300,n_censored_at_end,4.3333,K300_4
pedestrian,300,n_censored_at_end,4.6667,K300_5
pedestrian,300,n_censored_at_end,4.0,K300_6
pedestrian,300,n_censored_at_end,6.0,K300_7
pedestrian,300,n_censored_at_end,7.3333,K300_8
pedestrian,50,n_censored_at_end,11.3333,K50_1
pedestrian,50,n_censored_at_end,6.6667,K50_2
pedestrian,100,ev_wait_mean_sec,24.1761,K100_1
pedestrian,100,ev_wait_mean_sec,24.3354,K100_2
pedestrian,100,ev_wait_mean_sec,25.0263,K100_3
pedestrian,100,ev_wait_mean_sec,24.7645,K100_4
pedestrian,100,ev_wait_mean_sec,24.5053,K100_5
pedestrian,100,ev_wait_mean_sec,24.1377,K100_6
pedestrian,100,ev_wait_mean_sec,24.6692,K100_7
pedestrian,100,ev_wait_mean_sec,24.3608,K100_8
pedestrian,100,ev_wait_mean_sec,25.2763,K100_9
pedestrian,200,ev_wait_mean_sec,29.9209,K200_1
pedestrian,200,ev_wait_mean_sec,28.9733,K200_2
pedestrian,200,ev_wait_mean_sec,29.9028,K200_3
pedestrian,200,ev_wait_mean_sec,30.3742,K200_4
pedestrian,200,ev_wait_mean_sec,29.8361,K200_5
pedestrian,200,ev_wait_mean_sec,29.676,K200_6
pedestrian,200,ev_wait_mean_sec,28.9207,K200_7
pedestrian,200,ev_wait_mean_sec,29.5389,K200_8
pedestrian,200,ev_wait_mean_sec,29.9753,K200_9
pedestrian,300,ev_wait_mean_sec,34.3226,K300_1
pedestrian,300,ev_wait_mean_sec,34.6585,K300_2
pedestrian,300,ev_wait_mean_sec,34.5329,K300_3
pedestrian,300,ev_wait_mean_sec,32.769,K300_4
pedestrian,300,ev_wait_mean_sec,34.4555,K300_5
pedestrian,300,ev_wait_mean_sec,33.9307,K300_6
pedestrian,300,ev_wait_mean_sec,33.6296,K300_7
pedestrian,300,ev_wait_mean_sec,34.072,K300_8
pedestrian,50,ev_wait_mean_sec,21.421,K50_1
pedestrian,50,ev_wait_mean_sec,21.9523,K50_2
pedestrian,100,waiting_mean,3.158,K100_1
pedestrian,100,waiting_mean,3.1507,K100_2
pedestrian,100,waiting_mean,3.2273,K100_3
pedestrian,100,waiting_mean,3.245,K100_4
pedestrian,100,waiting_mean,3.192,K100_5
pedestrian,100,waiting_mean,3.1127,K100_6
pedestrian,100,waiting_mean,3.2197,K100_7
pedestrian,100,waiting_mean,3.1987,K100_8
pedestrian,100,waiting_mean,3.3,K100_9
pedestrian,200,waiting_mean,3.9193,K200_1
pedestrian,200,waiting_mean,3.7943,K200_2
pedestrian,200,waiting_mean,3.9027,K200_3
pedestrian,200,waiting_mean,3.9467,K200_4
pedestrian,200,waiting_mean,3.9403,K200_5
pedestrian,200,waiting_mean,3.889,K200_6
pedestrian,200,waiting_mean,3.7997,K200_7
pedestrian,200,waiting_mean,3.8757,K200_8
pedestrian,200,waiting_mean,3.9537,K200_9
pedestrian,300,waiting_mean,4.4777,K300_1
pedestrian,300,waiting_mean,4.574,K300_2
pedestrian,300,waiting_mean,4.5647,K300_3
pedestrian,300,waiting_mean,4.2863,K300_4
pedestrian,300,waiting_mean,4.558,K300_5
pedestrian,300,waiting_mean,4.4567,K300_6
pedestrian,300,waiting_mean,4.451,K300_7
pedestrian,300,waiting_mean,4.4843,K300_8
pedestrian,50,waiting_mean,2.7787,K50_1
pedestrian,50,waiting_mean,2.8693,K50_2
pedestrian,100,waiting_max,13.0,K100_1
pedestrian,100,waiting_max,13.6667,K100_2
pedestrian,100,waiting_max,13.0,K100_3
pedestrian,100,waiting_max,13.3333,K100_4
pedestrian,100,waiting_max,12.6667,K100_5
pedestrian,100,waiting_max,14.0,K100_6
pedestrian,100,waiting_max,13.0,K100_7
pedestrian,100,waiting_max,12.6667,K100_8
pedestrian,100,waiting_max,13.0,K100_9
pedestrian,200,waiting_max,15.6667,K200_1
pedestrian,200,waiting_max,13.0,K200_2
pedestrian,200,waiting_max,14.0,K200_3
pedestrian,200,waiting_max,14.0,K200_4
pedestrian,200,waiting_max,13.6667,K200_5
pedestrian,200,waiting_max,14.6667,K200_6
pedestrian,200,waiting_max,14.6667,K200_7
pedestrian,200,waiting_max,13.3333,K200_8
pedestrian,200,waiting_max,15.3333,K200_9
pedestrian,300,waiting_max,15.3333,K300_1
pedestrian,300,waiting_max,14.6667,K300_2
pedestrian,300,waiting_max,15.0,K300_3
pedestrian,300,waiting_max,15.6667,K300_4
pedestrian,300,waiting_max,15.3333,K300_5
pedestrian,300,waiting_max,16.3333,K300_6
pedestrian,300,waiting_max,16.0,K300_7
pedestrian,300,waiting_max,15.3333,K300_8
pedestrian,50,waiting_max,11.6667,K50_1
pedestrian,50,waiting_max,11.0,K50_2
building,100,opex_delivery_krw,55500.9333,K100_1
building,100,opex_delivery_krw,55826.1,K100_2
building,100,opex_delivery_krw,75968.2333,K100_3
building,100,opex_delivery_krw,75603.6,K100_4
building,100,opex_delivery_krw,75338.8,K100_5
building,100,opex_delivery_krw,76337.9667,K100_6
building,100,opex_delivery_krw,76309.4333,K100_7
building,100,opex_delivery_krw,77660.0,K100_8
building,100,opex_delivery_krw,81566.8333,K100_9
building,200,opex_delivery_krw,119568.3667,K200_1
building,200,opex_delivery_krw,116465.9333,K200_2
building,200,opex_delivery_krw,130685.8333,K200_3
building,200,opex_delivery_krw,137854.9667,K200_4
building,200,opex_delivery_krw,136952.2333,K200_5
building,200,opex_delivery_krw,141844.5,K200_6
building,200,opex_delivery_krw,135261.5667,K200_7
building,200,opex_delivery_krw,128881.6667,K200_8
building,200,opex_delivery_krw,120126.4333,K200_9
building,300,opex_delivery_krw,186139.8333,K300_1
building,300,opex_delivery_krw,260015.4667,K300_2
building,300,opex_delivery_krw,189646.4667,K300_3
building,300,opex_delivery_krw,263650.3333,K300_4
building,300,opex_delivery_krw,184768.4667,K300_5
building,300,opex_delivery_krw,270480.9333,K300_6
building,300,opex_delivery_krw,203237.2333,K300_7
building,300,opex_delivery_krw,231485.7333,K300_8
building,50,opex_delivery_krw,28615.3667,K50_1
building,50,opex_delivery_krw,28324.7667,K50_2
building,100,cost_per_order_krw,555.0333,K100_1
building,100,cost_per_order_krw,558.2333,K100_2
building,100,cost_per_order_krw,759.7,K100_3
building,100,cost_per_order_krw,756.0333,K100_4
building,100,cost_per_order_krw,753.4,K100_5
building,100,cost_per_order_krw,763.4,K100_6
building,100,cost_per_order_krw,763.0667,K100_7
building,100,cost_per_order_krw,776.6,K100_8
building,100,cost_per_order_krw,815.6667,K100_9
building,200,cost_per_order_krw,597.8667,K200_1
building,200,cost_per_order_krw,582.3333,K200_2
building,200,cost_per_order_krw,653.4333,K200_3
building,200,cost_per_order_krw,689.2667,K200_4
building,200,cost_per_order_krw,684.7667,K200_5
building,200,cost_per_order_krw,709.2333,K200_6
building,200,cost_per_order_krw,676.3,K200_7
building,200,cost_per_order_krw,644.4,K200_8
building,200,cost_per_order_krw,600.6333,K200_9
building,300,cost_per_order_krw,620.4333,K300_1
building,300,cost_per_order_krw,866.7333,K300_2
building,300,cost_per_order_krw,632.1333,K300_3
building,300,cost_per_order_krw,878.8333,K300_4
building,300,cost_per_order_krw,615.9,K300_5
building,300,cost_per_order_krw,901.6,K300_6
building,300,cost_per_order_krw,677.4667,K300_7
building,300,cost_per_order_krw,771.6333,K300_8
building,50,cost_per_order_krw,572.3,K50_1
building,50,cost_per_order_krw,566.5,K50_2
building,100,w_ev_mean_all_sec,24.5996,K100_1
building,100,w_ev_mean_all_sec,24.7664,K100_2
building,100,w_ev_mean_all_sec,25.7223,K100_3
building,100,w_ev_mean_all_sec,25.1709,K100_4
building,100,w_ev_mean_all_sec,25.2624,K100_5
building,100,w_ev_mean_all_sec,25.0368,K100_6
building,100,w_ev_mean_all_sec,25.3868,K100_7
building,100,w_ev_mean_all_sec,25.2297,K100_8
building,100,w_ev_mean_all_sec,25.6091,K100_9
building,200,w_ev_mean_all_sec,31.6522,K200_1
building,200,w_ev_mean_all_sec,30.7295,K200_2
building,200,w_ev_mean_all_sec,31.6445,K200_3
building,200,w_ev_mean_all_sec,32.6215,K200_4
building,200,w_ev_mean_all_sec,31.6351,K200_5
building,200,w_ev_mean_all_sec,32.4969,K200_6
building,200,w_ev_mean_all_sec,30.634,K200_7
building,200,w_ev_mean_all_sec,30.9307,K200_8
building,200,w_ev_mean_all_sec,32.0676,K200_9
building,300,w_ev_mean_all_sec,37.7161,K300_1
building,300,w_ev_mean_all_sec,36.8955,K300_2
building,300,w_ev_mean_all_sec,37.6336,K300_3
building,300,w_ev_mean_all_sec,36.1983,K300_4
building,300,w_ev_mean_all_sec,36.9211,K300_5
building,300,w_ev_mean_all_sec,36.8656,K300_6
building,300,w_ev_mean_all_sec,37.4637,K300_7
building,300,w_ev_mean_all_sec,38.0913,K300_8
building,50,w_ev_mean_all_sec,22.0231,K50_1
building,50,w_ev_mean_all_sec,22.1022,K50_2
building,100,w_ev_mean_riders_sec,26.4821,K100_1
building,100,w_ev_mean_riders_sec,27.2485,K100_2
building,100,w_ev_mean_riders_sec,28.7939,K100_3
building,100,w_ev_mean_riders_sec,27.0992,K100_4
building,100,w_ev_mean_riders_sec,28.6323,K100_5
building,100,w_ev_mean_riders_sec,28.9634,K100_6
building,100,w_ev_mean_riders_sec,28.648,K100_7
building,100,w_ev_mean_riders_sec,29.0986,K100_8
building,100,w_ev_mean_riders_sec,27.3396,K100_9
building,200,w_ev_mean_riders_sec,36.1763,K200_1
building,200,w_ev_mean_riders_sec,35.4382,K200_2
building,200,w_ev_mean_riders_sec,36.3472,K200_3
building,200,w_ev_mean_riders_sec,37.8801,K200_4
building,200,w_ev_mean_riders_sec,35.8411,K200_5
building,200,w_ev_mean_riders_sec,39.6987,K200_6
building,200,w_ev_mean_riders_sec,35.1106,K200_7
building,200,w_ev_mean_riders_sec,34.4826,K200_8
building,200,w_ev_mean_riders_sec,37.1909,K200_9
building,300,w_ev_mean_riders_sec,42.9034,K300_1
building,300,w_ev_mean_riders_sec,40.6805,K300_2
building,300,w_ev_mean_riders_sec,42.8606,K300_3
building,300,w_ev_mean_riders_sec,42.81,K300_4
building,300,w_ev_mean_riders_sec,41.0376,K300_5
building,300,w_ev_mean_riders_sec,42.0875,K300_6
building,300,w_ev_mean_riders_sec,43.8542,K300_7
building,300,w_ev_mean_riders_sec,45.0337,K300_8
building,50,w_ev_mean_riders_sec,26.8559,K50_1
building,50,w_ev_mean_riders_sec,22.7868,K50_2
building,100,capex_total_krw,0.0,K100_1
building,100,capex_total_krw,0.0,K100_2
building,100,capex_total_krw,0.0,K100_3
building,100,capex_total_krw,0.0,K100_4
building,100,capex_total_krw,0.0,K100_5
building,100,capex_total_krw,0.0,K100_6
building,100,capex_total_krw,0.0,K100_7
building,100,capex_total_krw,0.0,K100_8
building,100,capex_total_krw,0.0,K100_9
building,200,capex_total_krw,0.0,K200_1
building,200,capex_total_krw,0.0,K200_2
building,200,capex_total_krw,0.0,K200_3
building,200,capex_total_krw,0.0,K200_4
building,200,capex_total_krw,0.0,K200_5
building,200,capex_total_krw,0.0,K200_6
building,200,capex_total_krw,0.0,K200_7
building,200,capex_total_krw,0.0,K200_8
building,200,capex_total_krw,0.0,K200_9
building,300,capex_total_krw,0.0,K300_1
building,300,capex_total_krw,0.0,K300_2
building,300,capex_total_krw,0.0,K300_3
building,300,capex_total_krw,0.0,K300_4
building,300,capex_total_krw,0.0,K300_5
building,300,capex_total_krw,0.0,K300_6
building,300,capex_total_krw,0.0,K300_7
building,300,capex_total_krw,0.0,K300_8
building,50,capex_total_krw,0.0,K50_1
building,50,capex_total_krw,0.0,K50_2
elevator,100,n_boardings,1029.3333,K100_1
elevator,100,n_boardings,1063.0,K100_2
elevator,100,n_boardings,895.0,K100_3
elevator,100,n_boardings,1014.0,K100_4
elevator,100,n_boardings,956.6667,K100_5
elevator,100,n_boardings,906.0,K100_6
elevator,100,n_boardings,963.0,K100_7
elevator,100,n_boardings,987.0,K100_8
elevator,100,n_boardings,990.6667,K100_9
elevator,200,n_boardings,1184.3333,K200_1
elevator,200,n_boardings,1253.0,K200_2
elevator,200,n_boardings,1242.6667,K200_3
elevator,200,n_boardings,1104.3333,K200_4
elevator,200,n_boardings,1151.6667,K200_5
elevator,200,n_boardings,1204.3333,K200_6
elevator,200,n_boardings,1255.3333,K200_7
elevator,200,n_boardings,1202.3333,K200_8
elevator,200,n_boardings,1169.6667,K200_9
elevator,300,n_boardings,1261.0,K300_1
elevator,300,n_boardings,1316.6667,K300_2
elevator,300,n_boardings,1335.3333,K300_3
elevator,300,n_boardings,1455.3333,K300_4
elevator,300,n_boardings,1332.3333,K300_5
elevator,300,n_boardings,1380.0,K300_6
elevator,300,n_boardings,1327.0,K300_7
elevator,300,n_boardings,1348.6667,K300_8
elevator,50,n_boardings,865.0,K50_1
elevator,50,n_boardings,917.6667,K50_2
elevator,100,n_boardings_rider,170.0,K100_1
elevator,100,n_boardings_rider,170.0,K100_2
elevator,100,n_boardings_rider,170.0,K100_3
elevator,100,n_boardings_rider,170.0,K100_4
elevator,100,n_boardings_rider,170.0,K100_5
elevator,100,n_boardings_rider,170.0,K100_6
elevator,100,n_boardings_rider,170.0,K100_7
elevator,100,n_boardings_rider,170.0,K100_8
elevator,100,n_boardings_rider,170.0,K100_9
elevator,200,n_boardings_rider,340.0,K200_1
elevator,200,n_boardings_rider,340.0,K200_2
elevator,200,n_boardings_rider,340.0,K200_3
elevator,200,n_boardings_rider,340.0,K200_4
elevator,200,n_boardings_rider,340.0,K200_5
elevator,200,n_boardings_rider,340.0,K200_6
elevator,200,n_boardings_rider,340.0,K200_7
elevator,200,n_boardings_rider,340.0,K200_8
elevator,200,n_boardings_rider,340.0,K200_9
elevator,300,n_boardings_rider,500.6667,K300_1
elevator,300,n_boardings_rider,500.6667,K300_2
elevator,300,n_boardings_rider,500.6667,K300_3
elevator,300,n_boardings_rider,500.6667,K300_4
elevator,300,n_boardings_rider,500.6667,K300_5
elevator,300,n_boardings_rider,500.6667,K300_6
elevator,300,n_boardings_rider,500.6667,K300_7
elevator,300,n_boardings_rider,500.6667,K300_8
elevator,50,n_boardings_rider,88.0,K50_1
elevator,50,n_boardings_rider,88.0,K50_2
elevator,100,n_boardings_ped,859.3333,K100_1
elevator,100,n_boardings_ped,893.0,K100_2
elevator,100,n_boardings_ped,725.0,K100_3
elevator,100,n_boardings_ped,844.0,K100_4
elevator,100,n_boardings_ped,786.6667,K100_5
elevator,100,n_boardings_ped,736.0,K100_6
elevator,100,n_boardings_ped,793.0,K100_7
elevator,100,n_boardings_ped,817.0,K100_8
elevator,100,n_boardings_ped,820.6667,K100_9
elevator,200,n_boardings_ped,844.3333,K200_1
elevator,200,n_boardings_ped,913.0,K200_2
elevator,200,n_boardings_ped,902.6667,K200_3
elevator,200,n_boardings_ped,764.3333,K200_4
elevator,200,n_boardings_ped,811.6667,K200_5
elevator,200,n_boardings_ped,864.3333,K200_6
elevator,200,n_boardings_ped,915.3333,K200_7
elevator,200,n_boardings_ped,862.3333,K200_8
elevator,200,n_boardings_ped,829.6667,K200_9
elevator,300,n_boardings_ped,760.3333,K300_1
elevator,300,n_boardings_ped,816.0,K300_2
elevator,300,n_boardings_ped,834.6667,K300_3
elevator,300,n_boardings_ped,954.6667,K300_4
elevator,300,n_boardings_ped,831.6667,K300_5
elevator,300,n_boardings_ped,879.3333,K300_6
elevator,300,n_boardings_ped,826.3333,K300_7
elevator,300,n_boardings_ped,848.0,K300_8
elevator,50,n_boardings_ped,777.0,K50_1
elevator,50,n_boardings_ped,829.6667,K50_2
elevator,100,capacity_violations,0.0,K100_1
elevator,100,capacity_violations,0.0,K100_2
elevator,100,capacity_violations,0.0,K100_3
elevator,100,capacity_violations,0.0,K100_4
elevator,100,capacity_violations,0.0,K100_5
elevator,100,capacity_violations,0.0,K100_6
elevator,100,capacity_violations,0.0,K100_7
elevator,100,capacity_violations,0.0,K100_8
elevator,100,capacity_violations,0.0,K100_9
elevator,200,capacity_violations,0.0,K200_1
elevator,200,capacity_violations,0.0,K200_2
elevator,200,capacity_violations,0.0,K200_3
elevator,200,capacity_violations,0.0,K200_4
elevator,200,capacity_violations,0.0,K200_5
elevator,200,capacity_violations,0.0,K200_6
elevator,200,capacity_violations,0.0,K200_7
elevator,200,capacity_violations,0.0,K200_8
elevator,200,capacity_violations,0.0,K200_9
elevator,300,capacity_violations,0.0,K300_1
elevator,300,capacity_violations,0.0,K300_2
elevator,300,capacity_violations,0.0,K300_3
elevator,300,capacity_violations,0.0,K300_4
elevator,300,capacity_violations,0.0,K300_5
elevator,300,capacity_violations,0.0,K300_6
elevator,300,capacity_violations,0.0,K300_7
elevator,300,capacity_violations,0.0,K300_8
elevator,50,capacity_violations,0.0,K50_1
elevator,50,capacity_violations,0.0,K50_2
elevator,100,util_delivery,0.8484,K100_1
elevator,100,util_delivery,0.8287,K100_2
elevator,100,util_delivery,0.8652,K100_3
elevator,100,util_delivery,0.8524,K100_4
elevator,100,util_delivery,0.8517,K100_5
elevator,100,util_delivery,0.8608,K100_6
elevator,100,util_delivery,0.8582,K100_7
elevator,100,util_delivery,0.8505,K100_8
elevator,100,util_delivery,0.8535,K100_9
elevator,200,util_delivery,0.9032,K200_1
elevator,200,util_delivery,0.8832,K200_2
elevator,200,util_delivery,0.8867,K200_3
elevator,200,util_delivery,0.9012,K200_4
elevator,200,util_delivery,0.9015,K200_5
elevator,200,util_delivery,0.8784,K200_6
elevator,200,util_delivery,0.8817,K200_7
elevator,200,util_delivery,0.8975,K200_8
elevator,200,util_delivery,0.8957,K200_9
elevator,300,util_delivery,0.9238,K300_1
elevator,300,util_delivery,0.9359,K300_2
elevator,300,util_delivery,0.9172,K300_3
elevator,300,util_delivery,0.8941,K300_4
elevator,300,util_delivery,0.9245,K300_5
elevator,300,util_delivery,0.9135,K300_6
elevator,300,util_delivery,0.9186,K300_7
elevator,300,util_delivery,0.9055,K300_8
elevator,50,util_delivery,0.8059,K50_1
elevator,50,util_delivery,0.8154,K50_2
elevator,100,mean_pax_delivery,0.795,K100_1
elevator,100,mean_pax_delivery,0.7903,K100_2
elevator,100,mean_pax_delivery,0.8179,K100_3
elevator,100,mean_pax_delivery,0.7965,K100_4
elevator,100,mean_pax_delivery,0.8081,K100_5
elevator,100,mean_pax_delivery,0.8072,K100_6
elevator,100,mean_pax_delivery,0.8016,K100_7
elevator,100,mean_pax_delivery,0.8063,K100_8
elevator,100,mean_pax_delivery,0.8032,K100_9
elevator,200,mean_pax_delivery,1.0159,K200_1
elevator,200,mean_pax_delivery,0.9847,K200_2
elevator,200,mean_pax_delivery,0.9823,K200_3
elevator,200,mean_pax_delivery,1.0427,K200_4
elevator,200,mean_pax_delivery,1.0284,K200_5
elevator,200,mean_pax_delivery,1.0136,K200_6
elevator,200,mean_pax_delivery,0.986,K200_7
elevator,200,mean_pax_delivery,1.003,K200_8
elevator,200,mean_pax_delivery,1.0256,K200_9
elevator,300,mean_pax_delivery,1.295,K300_1
elevator,300,mean_pax_delivery,1.2548,K300_2
elevator,300,mean_pax_delivery,1.2634,K300_3
elevator,300,mean_pax_delivery,1.1741,K300_4
elevator,300,mean_pax_delivery,1.2603,K300_5
elevator,300,mean_pax_delivery,1.2122,K300_6
elevator,300,mean_pax_delivery,1.2648,K300_7
elevator,300,mean_pax_delivery,1.2478,K300_8
elevator,50,mean_pax_delivery,0.7013,K50_1
elevator,50,mean_pax_delivery,0.7119,K50_2
elevator,100,w_ev_mean_sec,24.5956,K100_1
elevator,100,w_ev_mean_sec,24.7566,K100_2
elevator,100,w_ev_mean_sec,25.7137,K100_3
elevator,100,w_ev_mean_sec,25.1856,K100_4
elevator,100,w_ev_mean_sec,25.2549,K100_5
elevator,100,w_ev_mean_sec,24.998,K100_6
elevator,100,w_ev_mean_sec,25.3767,K100_7
elevator,100,w_ev_mean_sec,25.2447,K100_8
elevator,100,w_ev_mean_sec,25.5982,K100_9
elevator,200,w_ev_mean_sec,31.6405,K200_1
elevator,200,w_ev_mean_sec,30.7219,K200_2
elevator,200,w_ev_mean_sec,31.6374,K200_3
elevator,200,w_ev_mean_sec,32.6221,K200_4
elevator,200,w_ev_mean_sec,31.6283,K200_5
elevator,200,w_ev_mean_sec,32.4788,K200_6
elevator,200,w_ev_mean_sec,30.62,K200_7
elevator,200,w_ev_mean_sec,30.9224,K200_8
elevator,200,w_ev_mean_sec,32.0845,K200_9
elevator,300,w_ev_mean_sec,37.703,K300_1
elevator,300,w_ev_mean_sec,36.8861,K300_2
elevator,300,w_ev_mean_sec,37.6523,K300_3
elevator,300,w_ev_mean_sec,36.2221,K300_4
elevator,300,w_ev_mean_sec,36.9146,K300_5
elevator,300,w_ev_mean_sec,36.873,K300_6
elevator,300,w_ev_mean_sec,37.4771,K300_7
elevator,300,w_ev_mean_sec,38.0764,K300_8
elevator,50,w_ev_mean_sec,21.9985,K50_1
elevator,50,w_ev_mean_sec,22.0952,K50_2
elevator,100,w_ev_rider_sec,26.617,K100_1
elevator,100,w_ev_rider_sec,27.4241,K100_2
elevator,100,w_ev_rider_sec,28.8093,K100_3
elevator,100,w_ev_rider_sec,27.1733,K100_4
elevator,100,w_ev_rider_sec,28.5912,K100_5
elevator,100,w_ev_rider_sec,28.7633,K100_6
elevator,100,w_ev_rider_sec,28.6037,K100_7
elevator,100,w_ev_rider_sec,29.2354,K100_8
elevator,100,w_ev_rider_sec,27.6202,K100_9
elevator,200,w_ev_rider_sec,36.0766,K200_1
elevator,200,w_ev_rider_sec,35.4588,K200_2
elevator,200,w_ev_rider_sec,36.2776,K200_3
elevator,200,w_ev_rider_sec,37.8487,K200_4
elevator,200,w_ev_rider_sec,35.8975,K200_5
elevator,200,w_ev_rider_sec,39.6572,K200_6
elevator,200,w_ev_rider_sec,35.2204,K200_7
elevator,200,w_ev_rider_sec,34.4818,K200_8
elevator,200,w_ev_rider_sec,37.1675,K200_9
elevator,300,w_ev_rider_sec,42.9229,K300_1
elevator,300,w_ev_rider_sec,40.7165,K300_2
elevator,300,w_ev_rider_sec,42.9356,K300_3
elevator,300,w_ev_rider_sec,42.7867,K300_4
elevator,300,w_ev_rider_sec,41.0844,K300_5
elevator,300,w_ev_rider_sec,42.1054,K300_6
elevator,300,w_ev_rider_sec,43.8931,K300_7
elevator,300,w_ev_rider_sec,45.0872,K300_8
elevator,50,w_ev_rider_sec,26.827,K50_1
elevator,50,w_ev_rider_sec,22.5849,K50_2
elevator,100,w_ev_ped_sec,24.2199,K100_1
elevator,100,w_ev_ped_sec,24.2875,K100_2
elevator,100,w_ev_ped_sec,24.9816,K100_3
elevator,100,w_ev_ped_sec,24.7826,K100_4
elevator,100,w_ev_ped_sec,24.5026,K100_5
elevator,100,w_ev_ped_sec,24.1088,K100_6
elevator,100,w_ev_ped_sec,24.6761,K100_7
elevator,100,w_ev_ped_sec,24.4271,K100_8
elevator,100,w_ev_ped_sec,25.2141,K100_9
elevator,200,w_ev_ped_sec,29.8202,K200_1
elevator,200,w_ev_ped_sec,28.9703,K200_2
elevator,200,w_ev_ped_sec,29.8596,K200_3
elevator,200,w_ev_ped_sec,30.2744,K200_4
elevator,200,w_ev_ped_sec,29.8549,K200_5
elevator,200,w_ev_ped_sec,29.6174,K200_6
elevator,200,w_ev_ped_sec,28.9304,K200_7
elevator,200,w_ev_ped_sec,29.5154,K200_8
elevator,200,w_ev_ped_sec,29.9508,K200_9
elevator,300,w_ev_ped_sec,34.262,K300_1
elevator,300,w_ev_ped_sec,34.5299,K300_2
elevator,300,w_ev_ped_sec,34.5077,K300_3
elevator,300,w_ev_ped_sec,32.7624,K300_4
elevator,300,w_ev_ped_sec,34.3943,K300_5
elevator,300,w_ev_ped_sec,33.8975,K300_6
elevator,300,w_ev_ped_sec,33.5989,K300_7
elevator,300,w_ev_ped_sec,33.9442,K300_8
elevator,50,w_ev_ped_sec,21.4705,K50_1
elevator,50,w_ev_ped_sec,22.0092,K50_2
elevator,100,w_ev_ped_p95_sec,67.425,K100_1
elevator,100,w_ev_ped_p95_sec,67.6792,K100_2
elevator,100,w_ev_ped_p95_sec,66.1333,K100_3
elevator,100,w_ev_ped_p95_sec,66.6042,K100_4
elevator,100,w_ev_ped_p95_sec,64.7667,K100_5
elevator,100,w_ev_ped_p95_sec,65.3542,K100_6
elevator,100,w_ev_ped_p95_sec,66.2167,K100_7
elevator,100,w_ev_ped_p95_sec,65.6667,K100_8
elevator,100,w_ev_ped_p95_sec,66.0792,K100_9
elevator,200,w_ev_ped_p95_sec,76.7917,K200_1
elevator,200,w_ev_ped_p95_sec,75.95,K200_2
elevator,200,w_ev_ped_p95_sec,79.6083,K200_3
elevator,200,w_ev_ped_p95_sec,79.7833,K200_4
elevator,200,w_ev_ped_p95_sec,77.275,K200_5
elevator,200,w_ev_ped_p95_sec,79.2292,K200_6
elevator,200,w_ev_ped_p95_sec,75.7542,K200_7
elevator,200,w_ev_ped_p95_sec,75.325,K200_8
